ano_eleicao;sigla_partido;nome_coligacao;nome_candidato;nome_municipio
2012;PTN;SOLEDADE DE TODOS;FLAVIO AURELIANO DA SILVA NETO;SOLEDADE
2008;DEM;#NULO#;IRIS DE CEU DE SOUSA HENRIQUE;ZABELÊ
2008;DEM;#NULO#;LINDEMBERGUE SOUZA SILVA;MONTADAS
2008;DEM;A FORÇA DO TRABALHO;JOSE ADEMIR PEREIRA DE MORAIS;SANTA LUZIA
2008;DEM;A VITÓRIA DO POVO;MARIA APARECIDA RODRIGUES DE AMORIM;SÃO JOSÉ DOS RAMOS
2008;DEM;ÁGUA BRANCA CONTINUA NO CAMINHO CERTO!;AROUDO FIRMINO BATISTA;ÁGUA BRANCA
2008;DEM;CAMINHO DO BEM;JOAO  ELIAS DA SILVEIRA NETO AZEVEDO;NOVA FLORESTA
2008;DEM;CATURITÉ PARA TODOS 1;JOSÉ GERVÁZIO DA CRUZ;CATURITÉ
2008;DEM;CHEGOU A HORA E A VEZ DO POVO;ADAURIO ALMEIDA;SALGADO DE SÃO FÉLIX
2008;DEM;COLIGAÇÃO AREIA UNIÃO, PAZ E AMOR;ELSON DA CUNHA LIMA FILHO;AREIA
2008;DEM;COLIGAÇÃO DEMOCRÁTICA POPULAR;GILSON CAVALCANTE DE OLIVEIRA;BOM SUCESSO
2008;DEM;COLIGAÇÃO TRADIÇÃO, TRABALHO E CORAGEM;SOLANGE AIRES CALUETE GUIMARAES;PARARI
2008;DEM;COLIGACAO UNIAO POPULAR;ERIVAN DIAS GUARITA;MONTE HOREBE
2008;DEM;COM UNIÃO SE FAZ A FORÇA;MARIA AUXILIADORA DIAS DO REGO;RIACHÃO DO POÇO
2008;DEM;COMPROMISSO E TRABALHO;MANOEL ALVES NETO;POÇO DE JOSÉ DE MOURA
2008;DEM;FILHOS DA TERRA - SEMPRE PRESENTES;MARIA GALDINO IRMA;NOVA OLINDA
2008;DEM;FRENTE DEMOCRÁTICA;JOSE EDOMARQUES GOMES;BERNARDINO BATISTA
2008;DEM;JUVENTUDE E AÇÃO;EVILASIO FORMIGA LUCENA NETO;SÃO JOSÉ DA LAGOA TAPADA
2008;DEM;MATO GROSSO NO RUMO CERTO;KATSONARA SOARES DE ANDRADE MONTEIRO;MATO GROSSO
2008;DEM;MUDAR PARA RECONSTRUIR;FRANCISCO ALIPIO NEVES;SÃO SEBASTIÃO DO UMBUZEIRO
2008;DEM;O POVO EM PRIMEIRO LUGAR;ADJEFFERSON KLEBER VIEIRA DINIZ;SANTA INÊS
2008;DEM;O PROGRESSO CONTINUA;JOSÉ SEVERIANO DE PAULO BEZERRA DA SILVA;TAVARES
2008;DEM;O PROGRESSO CONTINUA;MARTA ELEONORA ARAGAO RAMALHO;BANANEIRAS
2008;DEM;O TRABALHO CONTINUA;GENIVAL BENTO DA SILVA;CASSERENGUE
2008;DEM;PELO BEM DE VÁRZEA;JOSÉ IVALDO DE MORAIS;VÁRZEA
2008;DEM;PILOEZINHOS CADA VEZ MELHOR;GERALDO MENDES DA SILVA JUNIOR;PILÕEZINHOS
2008;DEM;POR AMOR A SÃO JOSÉ O PROGRESSO CONTINUA;JOSÉ DERCI DE MEDEIROS;SÃO JOSÉ DO SABUGI
2008;DEM;POR AMOR A SÃO MAMEDE;FRANCISCO DAS CHAGAS LOPES DE SOUSA;SÃO MAMEDE
2008;DEM;POR AMOR A SERRA GRANDE;JOAO BOSCO CAVALCANTE;SERRA GRANDE
2008;DEM;PRA CONTINUAR;RENATO MENDES LEITE;ALHANDRA
2008;DEM;PRA FRENTE SÃO VICENTE E SERIDÓ;FRANCISCO ALVES DA SILVA;SÃO VICENTE DO SERIDÓ
2008;DEM;RENOVA ITAPOROROCA;CELSO DE MORAIS ANDRADE NETO;ITAPOROROCA
2008;DEM;SAPÉ EM BOAS MÃOS;JOÃO CLEMENTE NETO;SAPÉ
2008;DEM;TODOS UNIDOS POR COXIXOLA;NELSON HONORATO DA SILVA;COXIXOLA
2008;DEM;TRIUNFO EM RUMO CERTO;ITAMAR MANGUEIRA DE SOUSA;TRIUNFO
2008;DEM;UNIDOS PELO POVO;LAURI FERREIRA DA COSTA;BREJO DOS SANTOS
2008;DEM;UNIDOS POR CURRAL DE CIMA;NADIR FERNANDES DE FARIAS;CURRAL DE CIMA
2008;DEM;UNIDOS POR PEDRA LAVRADA;JOSÉ ANTONIO VASCONCELOS DA COSTA;PEDRA LAVRADA
2008;DEM;UNIDOS VENCEREMOS;JOAO BATISTA DIAS;CALDAS BRANDÃO
2008;PC do B;UNIAO TRABALHO E A FORÇA DO POVO;EUGENIO PACELLI DE LIMA;CONDADO
2008;PDT;AMPARO CADA VEZ MELHOR;JOÃO LUIS DE LACERDA JÚNIOR;AMPARO
2008;PDT;CABEDELO SEGUE EM FRENTE;JOSÉ FRANCISCO RÉGIS;CABEDELO
2008;PDT;FORTE É O POVO;ROMUALDO ANTONIO QUIRINO DE SOUSA;CONGO
2008;PDT;OURO VELHO DE TODOS;INACIO AMARO DOS SANTOS FILHO;OURO VELHO
2008;PDT;UNIÃO DEMOCRATICA E TRABALHISTA;JOSE VIVALDO DINIZ;LASTRO
2008;PDT;VONTADE POPULAR;WENCESLAU SOUZA MARQUES;TEIXEIRA
2008;PHS;MASSARANDUBA PARA TODOS;PAULO FRACINETTE DE OLIVEIRA;MASSARANDUBA
2008;PHS;POR AMOR À ALAGOINHA;ALCIONE MARACAJÁ DE MORAIS BELTRÃO;ALAGOINHA
2008;PMDB;#NULO#;ESAÚ RAUEL ARAÚJO DA SILVA NÓBREGA;SÃO JOSÉ DO BONFIM
2008;PMDB;#NULO#;HUGO ANTONIO LISBOA ALVES;CAIÇARA
2008;PMDB;#NULO#;MARIA ELEONORA SOARES;DAMIÃO
2008;PMDB;#NULO#;VENEZIANO VITAL DO REGO SEGUNDO NETO;CAMPINA GRANDE
2008;PMDB;100 POR CENTO DO POVO;AUSTERLIANO EVALDO ARAUJO;GADO BRAVO
2008;PMDB;A FORÇA DO POVO;EDUARDO JOSÉ TORREÃO MOTA;SERRA BRANCA
2008;PMDB;A VONTADE DO POVO;DOMINGOS LEITE DA SILVA NETO;SÃO JOSÉ DE PIRANHAS
2008;PMDB;ALCANTIL TEM FUTURO;JOSÉ MILTON RODRIGUES;ALCANTIL
2008;PMDB;ALGODÃO EM BOAS MÃOS;ISAC RODRIGO ALVES;ALGODÃO DE JANDAÍRA
2008;PMDB;ARARA DE TODOS NÓS;JOSÉ ERNESTO DOS SANTOS SOBRINHO;ARARA
2008;PMDB;BONITO PARA TODOS;ALDERI DE OLIVEIRA CAJU;BONITO DE SANTA FÉ
2008;PMDB;CACIMBA DE AREIA CONTINUA UNIDA;INÁCIO ROBERTO DE LIRA CAMPOS;CACIMBA DE AREIA
2008;PMDB;COLIGAÇÃO ALAGOA NOVA DE FUTURO;KLEBER HERCULANO DE MORAES;ALAGOA NOVA
2008;PMDB;COLIGAÇÃO AVANÇANDO BELÉM;ROBERTO FLAVIO GUEDES BARBOSA;BELÉM
2008;PMDB;COLIGAÇÃO FILHOS DE GURINHÉM;CLAUDINO CÉSAR FREIRE;GURINHÉM
2008;PMDB;COLIGAÇÃO GUARABIRA SEMPRE FIEL;MARIA DE FÁTIMA DE AQUINO PAULINO;GUARABIRA
2008;PMDB;COLIGAÇÃO UNIÃO E CIDADANIA;JOSIMAR GONÇALVES COSTA;OLIVEDOS
2008;PMDB;COLIGAÇÃO UNIDOS PELO FUTURO;HERCULES BARROS MANGUEIRA DINIZ;DIAMANTE
2008;PMDB;COM A FORÇA DO POVO;ANTONIO FERNANDES DE LIMA;UMBUZEIRO
2008;PMDB;COM A FORÇA DO POVO;EUDA FABIANA DE FARIAS PALMEIRA VENÂNCIO;CUITÉ
2008;PMDB;COM FÉ;FRANCIVALDO SANTOS DE ARAÚJO;FREI MARTINHO
2008;PMDB;CONFIANÇA DO POVO;WILMA TARGINO MARANHÃO;ARARUNA
2008;PMDB;CONTINUANDO COM O PROGRESSO;JOSÉ ALBERTO DIAS FREIRE;BAÍA DA TRAIÇÃO
2008;PMDB;DEMOCRÁTICA TRABALHISTA;GILBERTO MUNIZ DANTAS;FAGUNDES
2008;PMDB;EM NOME DO BEM;JOSIVAL JUNIOR DE SOUZA;BAYEUX
2008;PMDB;ÉTICA E DECÊNCIA À SANTARÉM;LUCRECIA ADRIANA DE ANDRADE BARBOSA DANTAS;SANTARÉM
2008;PMDB;FILHOS DA TERRA;PAULO SÉRGIO DA SILVA ARAÚJO;MARCAÇÃO
2008;PMDB;FILHOS DE BORBOREMA;JOSE RENATO EDUARDO DOS SANTOS;BORBOREMA
2008;PMDB;FORÇA JOVEM;JURANDY ARAÚJO DA SILVA;VISTA SERRANA
2008;PMDB;FORTE E O POVO;ISAURINA DOS SANTOS MEIRELES FILHA;CUITÉ DE MAMANGUAPE
2008;PMDB;FRENTE POPULAR;MARCUS ODILON RIBEIRO COUTINHO;SANTA RITA
2008;PMDB;LIBERDADE: ESSE E O CAMINHO;FRANCISCO DE ASSIS DE MELO;SOLÂNEA
2008;PMDB;LOGRADOURO SEGUE EM FRENTE;HUMBERTO LUIS LISBOA ALVES;LOGRADOURO
2008;PMDB;MATARACA UNIDA AVANÇA;JOAO MADRUGA DA SILVA;MATARACA
2008;PMDB;MATURÉIA UNIDA;DANIEL DANTAS WANDERLEY;MATURÉIA
2008;PMDB;MUDANÇA DE VERDADE;LUIZ CARLOS MONTEIRO DA SILVA;INGÁ
2008;PMDB;MUDANÇA PRA VALER;LUZINECTT TEXEIRA LOPES;BARRA DE SÃO MIGUEL
2008;PMDB;NOSSO POVO QUER DE NOVO;ADEILZA SOARES FREIRES;SÃO DOMINGOS DE POMBAL
2008;PMDB;O POVO PENSANDO CERTO;ALYSON JOSÉ DA SILVA AZEVEDO;BARAÚNA
2008;PMDB;O PROGRESSO CONTINUA;ALUÍSIO VINAGRE RÉGIS;CONDE
2008;PMDB;PATOS SEGUE EM FRENTE;NABOR WANDERLEY DA NOBREGA FILHO;PATOS
2008;PMDB;PAZ, PROGRESSO E TRADIÇÃO;VANI LEITE BRAGA DE FIGUEIREDO;CONCEIÇÃO
2008;PMDB;PELO BEM DE SAO JOSE COM A FORÇA QUE VEM DO POVO;ALDINEIDE SARAIVA DE OLIVEIRA;SÃO JOSÉ DO BREJO DO CRUZ
2008;PMDB;POÇO DANTAS EM BOAS MÃOS;ITAMAR MOREIRA FERNANDES;POÇO DANTAS
2008;PMDB;POR AMOR A CAIANA;JOSÉ WALTER MARINHO MARSICANO JUNIOR;SÃO JOSÉ DE CAIANA
2008;PMDB;POR AMOR A ESPÍRITO SANTO;RAFAEL FERNANDES DE CARVALHO JUNIOR;CRUZ DO ESPÍRITO SANTO
2008;PMDB;POVO UNIDO NA RECONSTRUÇÃO;THIAGO PEREIRA DE SOUSA SOARES;PRINCESA ISABEL
2008;PMDB;RESPEITO, AMOR E TRABALHO;FRANCISCO DUARTE DA SILVA NETO;SUMÉ
2008;PMDB;SÃO BENTO DE FUTURO;JACI SEVERINO DE SOUZA;SÃO BENTO
2008;PMDB;TRABALHO, PROGRESSO E PAZ;LUIS FERREIRA DE MORAIS;SÃO JOSÉ DE PRINCESA
2008;PMDB;UMA DECISÃO DO POVO;MAGNA CELI FERNANDES GERBASI;RIO TINTO
2008;PMDB;UMA NOVA ESPERANÇA;GILSEPPE DE OLIVEIRA SOUSA;AROEIRAS
2008;PMDB;UNIAO DA VITORIA;TARGINO PEREIRA DA COSTA NETO;CAMPO DE SANTANA
2008;PMDB;UNIÃO POPULAR;MARIA CLARICE RIBEIRO BORBA;PEDRAS DE FOGO
2008;PMDB;UNIDOS POR CAAPORÃ;JOÃO BATISTA SOARES;CAAPORÃ
2008;PMDB;UNIDOS POR QUIXABA;JÚLIO CÉZAR DE MEDEIROS BATISTA;QUIXABA
2008;PMDB;UNIDOS POR SERTÃOZINHO;ANTONIO RIBEIRO FILHO;SERTÃOZINHO
2008;PMDB;UNIDOS POR UM NOVO TEMPO;SUELI MADRUGA FREIRE;LAGOA DE DENTRO
2008;PMDB;UNIDOS VENCEREMOS;PAULO DA CUNHA TORRES;RIACHÃO
2008;PMN;JUAREZ TÁVORA NO CAMINHO CERTO;JOSE ALVES FEITOSA;JUAREZ TÁVORA
2008;PP;AGUIAR NO RUMO CERTO;MANOEL BATISTA GUEDES FILHO;AGUIAR
2008;PP;COLIGAÇÃO MÃE D'ÁGUA DEMOCRATA E PROGRESSISTA;PÉRICLES VIANA DE OLIVEIRA JÚNIOR;MÃE D'ÁGUA
2008;PP;COLIGAÇÃO REMÍGIO NO CAMINHO CERTO I;LUIS CLÁUDIO RÉGIS MARINHO;REMÍGIO
2008;PP;CONTINUA SÃO JOÃO, EM BOAS MÃOS;JOSÉ LAVOISIER GOMES DANTAS;SÃO JOÃO DO RIO DO PEIXE
2008;PP;NOVA PALMEIRA UNIDA;JOSE PETRONILO DE ARAUJO;NOVA PALMEIRA
2008;PP;O PROGRESSO CONTINUA;DIMAS PEREIRA DA SILVA;CUBATI
2008;PP;PIANCÓ CADA VEZ MELHOR;FLÁVIA SERRA GALDINO;PIANCÓ
2008;PP;UNIÃO E PAZ;JOSE ROMULO CARNEIRO DE ALBUQUERQUE;PITIMBU
2008;PP;UNIÃO PROGRESSISTA DEMOGRATICA;JOSÉ SIMÃO DE SOUSA;MANAÍRA
2008;PP;UNIDOS POR PILAR;VIRGINIA MARIA PEIXOTO VELLOSO BORGES;PILAR
2008;PP;UNIDOS POR PILÕES;FELIX ANTONIO MENEZES DA CUNHA;PILÕES
2008;PPS;COLIGAÇÃO CIDADANIA E JUSTIÇA;JOÃO BOSCO CARNEIRO JÚNIOR;ALAGOA GRANDE
2008;PR;A CORAGEM PARA MUDAR CONTINUA;ADRIANO DE OLIVEIRA BARRETO;MARCAÇÃO
2008;PR;BARRA DE SANTANA NO RUMO CERTO;MANOEL ALMEIDA DE ANDRADE;BARRA DE SANTANA
2008;PR;CARRAPATEIRA UNIDA;JOSÉ ARDISON PEREIRA;CARRAPATEIRA
2008;PR;COLIGAÇÃO 'TRABALHO E PROGRESSO 01';EDILSON PEREIRA DE OLIVEIRA;COREMAS
2008;PR;FRENTE REPUBLICANA TRABALHISTA;RINALDO DE OLIVEIRA SOUZA;JERICÓ
2008;PR;JURU UNIDA;JOSE ORLANDO TEOTONIO;JURU
2008;PR;LUCENA PARA TODOS SEMPRE;ANTONIO MENDONÇA MONTEIRO JUNIOR;LUCENA
2008;PR;PELA VONTADE DO POVO;FRANCISCO DUTRA SOBRINHO;BREJO DO CRUZ
2008;PR;PRA FRENTE SOLEDADE;JOSE IVANILDO BARROS GOUVEIA;SOLEDADE
2008;PR;SÃO BENTINHO DE TODOS NÓS;FRANCISCO ANDRADE CARREIRO;SÃO BENTINHO
2008;PR;TRABALHO, RECONSTRUÇÃO E HONESTIDADE;ABELARDO ANTÔNIO COUTINHO;PUXINANÃ
2008;PR;UNIÃO DEMOCRATICA DESTERRENSE;DILSON DE ALMEIDA;DESTERRO
2008;PR;UNIDOS PARA VITÓRIA;JOSÉ EDIVAN FÉLIX;CATINGUEIRA
2008;PR;UNIDOS PELO DESENVOLVIMENTO;ROBERTO CARLOS NUNES;DUAS ESTRADAS
2008;PR;UNIDOS POR CACHOEIRA;ARLINDO FRANCISCO DE SOUSA;CACHOEIRA DOS ÍNDIOS
2008;PR;UNIDOS POR CURRAL VELHO;LUIZ ALVES BARBOSA;CURRAL VELHO
2008;PRB;NOVO RUMO I;BEVILACQUA MATIAS MARACAJA;JUAZEIRINHO
2008;PRB;O FUTURO É NOSSO;ONILDO CAMARA FILHO;ARAÇAGI
2008;PRP;COLIGAÇÃO PROGRESSISTA CAMALAUENSE- COPAC;ARISTEU CHAVES SOUSA;CAMALAÚ
2008;PRP;POR AMOR A MOGEIRO;ANTONIO JOSÉ FERREIRA;MOGEIRO
2008;PSB;A FORÇA DO TRABALHO;RICARDO VIEIRA COUTINHO;JOÃO PESSOA
2008;PSB;BELÉM, TODOS TRABALHANDO POR VOCÊ;GERMANO LACERDA DA CUNHA;BELÉM DO BREJO DO CRUZ
2008;PSB;CAJAZEIRAS MELHOR;LEONID SOUZA DE ABREU;CAJAZEIRAS
2008;PSB;DECISÃO DE UNIÃO POPULAR;EVALDO COSTA GOMES;BARRA DE SANTA ROSA
2008;PSB;DONA INÊS É DE TODOS;ANTONIO JUSTINO DE ARAÚJO NETO;DONA INÊS
2008;PSB;POR AMOR A IMACULADA;JOSÉ RIBAMAR DA SILVA;IMACULADA
2008;PSB;RENOVAÇÃO E COMPROMISSO É O DESEJO DO POVO;JOSEVALDO ALVES DA SILVA;NATUBA
2008;PSB;RENOVACAO E TRABALHO;RINALDO DE LUCENA GUEDES;PIRPIRITUBA
2008;PSB;TAPEROÁ PRA FRENTE;DEOCLÉCIO MOURA FILHO;TAPEROÁ
2008;PSB;UNIDOS POR CABACEIRAS;RICARDO JORGE DE FARIAS AIRES;CABACEIRAS
2008;PSB;UNIDOS POR MAMANGUAPE;EDUARDO CARNEIRO DE BRITO;MAMANGUAPE
2008;PSB;UNIDOS POR SOSSEGO;CARLOS ANTONIO ALVES DA SILVA;SOSSÊGO
2008;PSC;O POVO NO PODER;MAGNO DEMYS DE OLIVEIRA BORGES;LAGOA
2008;PSDB;#NULO#;DAVI CORDEIRO DE OLIVEIRA;SANTA TERESINHA
2008;PSDB;A FAVOR DE ITATUBA;RENATO LACERDA MARTINS;ITATUBA
2008;PSDB;A VITÓRIA DO POVO;DEUSIMAR PIRES FERREIRA;APARECIDA
2008;PSDB;CIDADANIA RESGATADA, O TRABALHO CONTINUA;ELAIR DINIZ BRASILEIRO;SANTA HELENA
2008;PSDB;COM A FORÇA DO POVO;JOSE GIL MOTA TITO;RIACHÃO DO BACAMARTE
2008;PSDB;COMPROMISSO COM O DESENVOLVIMENTO;GLÓRIA GEANE DE OLIVEIRA FERNANDES;UIRAÚNA
2008;PSDB;CONTINUAÇÃO DO POVO;SEBASTIÃO PEREIRA PRIMO;RIACHO DOS CAVALOS
2008;PSDB;CONTINUAR, ESSE É O CAMINHO;EDVARDO HERCULANO DE LIMA;LAGOA SECA
2008;PSDB;DEMOCRATICA BOAVISTENSE;EDVAN PEREIRA LEITE;BOA VISTA
2008;PSDB;EMAS DE TODOS NÓS;FERNANDA MARIA MARINHO DE MEDEIROS LOUREIRO;EMAS
2008;PSDB;ESSA VITÓRIA É DO POVO;SEVERINO FERREIRA DA SILVA;SERRARIA
2008;PSDB;FÉ NO FUTURO;FERNANDO MARCOS DE QUEIROZ;SÃO JOSÉ DOS CORDEIROS
2008;PSDB;FORTE É O POVO;JOSÉ ROFRANTS LOPES CASIMIRO;SÃO FRANCISCO
2008;PSDB;FRENTE POR UMA SERRA MELHOR;MANOEL MARCELO DE ANDRADE;SERRA REDONDA
2008;PSDB;ITAPORANGA DE TODOS NÓS.;DJACI FARIAS BRASILEIRO;ITAPORANGA
2008;PSDB;JUNTOS POR AMOR A SOBRADO;CELIA MARIA DE OLIVEIRA MELO;SOBRADO
2008;PSDB;MARI NÃO PODE PARAR;ANTONIO GOMES DA SILVA;MARI
2008;PSDB;MONTEIRO QUER MUDANÇA;EDNACÉ ALVES SILVESTRE HENRIQUE;MONTEIRO
2008;PSDB;O DESENVOLVIMENTO CONTINUA;EUCLIDES SÉRGIO COSTA DE LIMA;CAPIM
2008;PSDB;O POVO NO PODER;FRANCISCO DE ASSIS CARVALHO;OLHO D'ÁGUA
2008;PSDB;PASSAGEM O PROGRESSO CONTINUA;AGAMENON BALDUÍNO DA NÓBREGA;PASSAGEM
2008;PSDB;PELA VONTADE DO POVO;JOSÉ LEONEL DE MOURA;MULUNGU
2008;PSDB;POR AMOR A AREIA DE BARAÚNAS;VANDERLITA GUEDES PEREIRA;AREIA DE BARAÚNAS
2008;PSDB;POR AMOR A BOA VENTURA;JOSE PINTO NETO;BOA VENTURA
2008;PSDB;POR AMOR A CACIMBA DE DENTRO;EDMILSON GOMES DE SOUZA;CACIMBA DE DENTRO
2008;PSDB;POR AMOR A IGARACY;JUCELINO LIMA DE FARIAS;IGARACY
2008;PSDB;POR AMOR A JURIPIRANGA;ANTONIO MAROJA GUEDES FILHO;JURIPIRANGA
2008;PSDB;POR AMOR A PEDRO REGIS;SEVERINO BATISTA DE CARVALHO;PEDRO RÉGIS
2008;PSDB;POR AMOR A PICUÍ;RUBENS GERMANO COSTA;PICUÍ
2008;PSDB;POR AMOR A POCINHOS;ARTHUR BOMFIM GALDINO DE ARAUJO;POCINHOS
2008;PSDB;POR AMOR A SAO DOMINGOS;JOSE FERREIRA DA SILVA;SÃO DOMINGOS DO CARIRI
2008;PSDB;PRA FRENTE LAGOA DE ROÇA;LUCIO FLAVIO BEZERRA DE BRITO;SÃO SEBASTIÃO DE LAGOA DE ROÇA
2008;PSDB;PRA FRENTE SAO JOSE;RICARDO VILAR WANDERLEY NOBREGA;SÃO JOSÉ DE ESPINHARAS
2008;PSDB;PRATA NO RUMO CERTO;MARCEL NUNES DE FARIAS;PRATA
2008;PSDB;SALGADINHO ACERTA DE NOVO;DEBORA CRISTIANE FARIAS MORAIS;SALGADINHO
2008;PSDB;TENÓRIO EM BOAS MÃOS;DENILTON GUEDES ALVES;TENÓRIO
2008;PSDB;TODOS UNIDOS POR SANTA CECÍLIA;ROBERTO FLORENTINO PESSOA;SANTA CECÍLIA
2008;PSDB;UNIÃO DEMOCRÁTICA;ADELSON GONÇALVES BENJAMIN;AREIAL
2008;PSDB;UNIÃO JUVENTUDE E TRABALHO;EDUARDO JORGE LIMA DE ARAÚJO;SÃO JOÃO DO TIGRE
2008;PSDB;UNIDOS POR AMOR A CUITEGI;EDNALDO PAULO LINO;CUITEGI
2008;PSDB;UNIDOS POR AMOR À SANTANA;JOSÉ ALENCAR LIMA;SANTANA DOS GARROTES
2008;PSDB;UNIDOS POR NOVA OLINDA I;MARIA DO CARMO SILVA;NOVA OLINDA
2008;PSDB;UNIDOS POR SÃO JOSÉ;IRACEMA NELIS DE ARAÚJO DANTAS;SÃO JOSÉ DO SABUGI
2008;PSL;CACIMBAS DE FUTURO;NILTON DE ALMEIDA;CACIMBAS
2008;PT;A FORÇA DO POVO;PEDRO FEITOZA LEITE;IBIARA
2008;PT;POMBAL PARA TODOS;YASNAYA POLLYANNA DANTAS WERTON;POMBAL
2008;PT;SANTA CRUZ TEM FUTURO;RAIMUNDO ANTUNES BATISTA;SANTA CRUZ
2008;PT;UNIDOS POR AMOR A SÃO MIGUEL;MARCILENE SALES DA COSTA;SÃO MIGUEL DE TAIPU
2008;PT;UNIDOS POR GURJAO;JOSE MARTINHO CANDIDO DE CASTRO;GURJÃO
2008;PT;UNIDOS POR LIVRAMENTO;JARBAS CORREIA BEZERRA;LIVRAMENTO
2008;PTB;AVANTE VIEIROPOLIS;MARCOS PEREIRA DE OLIVEIRA;VIEIRÓPOLIS
2008;PTB;CAJAZEIRINHAS PARA TODOS;JOSE ALMEIDA SILVA;CAJAZEIRINHAS
2008;PTB;COLIGAÇÃO ASSUNÇÃO NO RUMO CERTO;LUIZ WALDVOGEL  DE OLIVEIRA SANTOS;ASSUNÇÃO
2008;PTB;COLIGAÇÃO PAZ, PROGRESSO E LIBERDADE;LUIZ GONZAGA BEZERRA DUARTE;SERRA DA RAIZ
2008;PTB;COLIGAÇÃO PRA QUEIMADAS CRESCER;JOSE CARLOS DE SOUSA REGO;QUEIMADAS
2008;PTB;COLIGAÇÃO TRABALHANDO POR CARAÚBAS;SEVERINO VIRGÍNIO DA SILVA;CARAÚBAS
2008;PTB;COLIGAÇÃO UNIDOS CONTINUAREMOS;CARLOS JOSÉ CASTRO MARQUES;BOQUEIRÃO
2008;PTB;ESPERANÇA E CORAGEM;TÂNIA MANGUEIRA NITÃO INÁCIO;SANTANA DE MANGUEIRA
2008;PTB;FRENTE ESPERANÇA POPULAR;NOBSON PEDRO DE ALMEIDA;ESPERANÇA
2008;PTB;ITABAIANA SEGUE EM FRENTE;EURIDICE MOREIRA DA SILVA;ITABAIANA
2008;PTB;O FUTURO COMEÇA AGORA;FRANCISCO ASSIS BRAGA JUNIOR;NAZAREZINHO
2008;PTB;POR AMOR A MATINHAS;JOSE COSTA ARAGAO JUNIOR;MATINHAS
2008;PTB;POR AMOR A PEDRA BRANCA;JOSE DE ANCHIETA NOIA;PEDRA BRANCA
2008;PTB;POR AMOR A RIACHO;JOSE ROBERTO DE LIMA;RIACHO DE SANTO ANTÔNIO
2008;PTB;POR AMOR A SÃO JOÃO DO CARIRI;ROBERTO PEDRO MEDEIROS FILHO;SÃO JOÃO DO CARIRI
2008;PTB;PRA CONTINUAR CRESCENDO;EDVALDO CAETANO DA SILVA;CATOLÉ DO ROCHA
2008;PTB;RESPEITANDO O SOCIAL E A CIDADANIA;MANOEL DANTAS VENCESLAU;BOM JESUS
2008;PTB;SOUSA UNIDA;FABIO TYRONE BRAGA DE OLIVEIRA;SOUSA
2008;PTB;UNIDOS;FENELON MEDEIROS FILHO;SANTO ANDRÉ
2008;PTB;UNIDOS PELO JUNCO;COSMO SIMÕES DE MEDEIROS;JUNCO DO SERIDÓ
2008;PTB;UNIDOS POR MALTA:VITÓRIA DO POVO;AJÁCIO GOMES WANDERLEY;MALTA
2008;PTB;UNIDOS POR PAULISTA;SEVERINO PEREIRA DANTAS;PAULISTA
2008;PTB;UNIDOS VENCEREMOS;MARIA CRISTINA DA SILVA;JACARAÚ
2008;PTN;UNIÃO DAS FORÇAS REPUBLICANAS E TRABALHISTAS;JOSE VIEIRA DA SILVA;MARIZÓPOLIS
